,participant_condition,other_condition,user_id,other_id,question_content,sid,sentence_dur,nb_sentences
0,S,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,conversation_quality,mkprolific_participant_real_31,3.36656804733728,84.5
1,S,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,liked,mkprolific_participant_real_31,3.36656804733728,84.5
2,S,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,other_liked,mkprolific_participant_real_31,3.36656804733728,84.5
3,S,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p5,video_conf_quality,mkprolific_participant_real_31,3.36656804733728,84.5
4,S,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,conversation_quality,mkprolific_participant_real_31,7.357365269461078,83.5
5,S,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,liked,mkprolific_participant_real_31,7.357365269461078,83.5
6,S,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,other_liked,mkprolific_participant_real_31,7.357365269461078,83.5
7,S,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p2,video_conf_quality,mkprolific_participant_real_31,7.357365269461078,83.5
8,U,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,conversation_quality,mkprolific_participant_real_31,4.9028301886792445,79.5
9,U,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,liked,mkprolific_participant_real_31,4.9028301886792445,79.5
10,U,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,other_liked,mkprolific_participant_real_31,4.9028301886792445,79.5
11,U,S,mkprolific_participant_real_31p2,mkprolific_participant_real_31p6,video_conf_quality,mkprolific_participant_real_31,4.9028301886792445,79.5
12,S,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p2,conversation_quality,mkprolific_participant_real_31,7.716459627329195,80.5
13,S,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p2,liked,mkprolific_participant_real_31,7.716459627329195,80.5
14,S,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p2,other_liked,mkprolific_participant_real_31,7.716459627329195,80.5
15,S,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p2,video_conf_quality,mkprolific_participant_real_31,7.716459627329195,80.5
16,U,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,conversation_quality,mkprolific_participant_real_31,12.379637681159421,69.0
17,U,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,liked,mkprolific_participant_real_31,12.379637681159421,69.0
18,U,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,other_liked,mkprolific_participant_real_31,12.379637681159421,69.0
19,U,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p5,video_conf_quality,mkprolific_participant_real_31,12.379637681159421,69.0
20,S,U,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,conversation_quality,mkprolific_participant_real_31,4.298214285714285,70.0
21,S,U,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,liked,mkprolific_participant_real_31,4.298214285714285,70.0
22,S,U,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,other_liked,mkprolific_participant_real_31,4.298214285714285,70.0
23,S,U,mkprolific_participant_real_31p5,mkprolific_participant_real_31p3,video_conf_quality,mkprolific_participant_real_31,4.298214285714285,70.0
24,S,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,conversation_quality,mkprolific_participant_real_31,6.571972789115649,73.5
25,S,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,liked,mkprolific_participant_real_31,6.571972789115649,73.5
26,S,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,other_liked,mkprolific_participant_real_31,6.571972789115649,73.5
27,S,S,mkprolific_participant_real_31p3,mkprolific_participant_real_31p6,video_conf_quality,mkprolific_participant_real_31,6.571972789115649,73.5
28,S,S,mkprolific_participant_real_31p6,mkprolific_participant_real_31p3,conversation_quality,mkprolific_participant_real_31,7.876598639455783,73.5
29,S,S,mkprolific_participant_real_31p6,mkprolific_participant_real_31p3,liked,mkprolific_participant_real_31,7.876598639455783,73.5
30,S,S,mkprolific_participant_real_31p6,mkprolific_participant_real_31p3,other_liked,mkprolific_participant_real_31,7.876598639455783,73.5
31,S,S,mkprolific_participant_real_31p6,mkprolific_participant_real_31p3,video_conf_quality,mkprolific_participant_real_31,7.876598639455783,73.5
32,S,U,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,conversation_quality,mkprolific_participant_real_31,9.583693693693695,55.5
33,S,U,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,liked,mkprolific_participant_real_31,9.583693693693695,55.5
34,S,U,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,other_liked,mkprolific_participant_real_31,9.583693693693695,55.5
35,S,U,mkprolific_participant_real_31p3,mkprolific_participant_real_31p7,video_conf_quality,mkprolific_participant_real_31,9.583693693693695,55.5
36,U,S,mkprolific_participant_real_31p7,mkprolific_participant_real_31p3,conversation_quality,mkprolific_participant_real_31,9.565412844036699,54.5
37,U,S,mkprolific_participant_real_31p7,mkprolific_participant_real_31p3,liked,mkprolific_participant_real_31,9.565412844036699,54.5
38,U,S,mkprolific_participant_real_31p7,mkprolific_participant_real_31p3,other_liked,mkprolific_participant_real_31,9.565412844036699,54.5
39,U,S,mkprolific_participant_real_31p7,mkprolific_participant_real_31p3,video_conf_quality,mkprolific_participant_real_31,9.565412844036699,54.5
40,S,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,conversation_quality,mkprolific_participant_real_31,10.694890510948905,68.5
41,S,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,liked,mkprolific_participant_real_31,10.694890510948905,68.5
42,S,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,other_liked,mkprolific_participant_real_31,10.694890510948905,68.5
43,S,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p5,video_conf_quality,mkprolific_participant_real_31,10.694890510948905,68.5
44,U,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p4,conversation_quality,mkprolific_participant_real_31,5.209854014598539,68.5
45,U,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p4,liked,mkprolific_participant_real_31,5.209854014598539,68.5
46,U,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p4,other_liked,mkprolific_participant_real_31,5.209854014598539,68.5
47,U,S,mkprolific_participant_real_31p5,mkprolific_participant_real_31p4,video_conf_quality,mkprolific_participant_real_31,5.209854014598539,68.5
48,U,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,conversation_quality,mkprolific_participant_real_31,6.124927536231884,69.0
49,U,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,liked,mkprolific_participant_real_31,6.124927536231884,69.0
50,U,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,other_liked,mkprolific_participant_real_31,6.124927536231884,69.0
51,U,U,mkprolific_participant_real_31p4,mkprolific_participant_real_31p6,video_conf_quality,mkprolific_participant_real_31,6.124927536231884,69.0
52,U,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p4,conversation_quality,mkprolific_participant_real_31,5.943795620437954,68.5
53,U,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p4,liked,mkprolific_participant_real_31,5.943795620437954,68.5
54,U,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p4,other_liked,mkprolific_participant_real_31,5.943795620437954,68.5
55,U,U,mkprolific_participant_real_31p6,mkprolific_participant_real_31p4,video_conf_quality,mkprolific_participant_real_31,5.943795620437954,68.5
56,U,S,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,conversation_quality,mkprolific_participant_real_31,10.609323308270676,66.5
57,U,S,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,liked,mkprolific_participant_real_31,10.609323308270676,66.5
58,U,S,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,other_liked,mkprolific_participant_real_31,10.609323308270676,66.5
59,U,S,mkprolific_participant_real_31p4,mkprolific_participant_real_31p7,video_conf_quality,mkprolific_participant_real_31,10.609323308270676,66.5
60,S,U,mkprolific_participant_real_31p7,mkprolific_participant_real_31p4,conversation_quality,mkprolific_participant_real_31,6.065190839694657,65.5
61,S,U,mkprolific_participant_real_31p7,mkprolific_participant_real_31p4,liked,mkprolific_participant_real_31,6.065190839694657,65.5
62,S,U,mkprolific_participant_real_31p7,mkprolific_participant_real_31p4,other_liked,mkprolific_participant_real_31,6.065190839694657,65.5
63,S,U,mkprolific_participant_real_31p7,mkprolific_participant_real_31p4,video_conf_quality,mkprolific_participant_real_31,6.065190839694657,65.5
64,U,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p5,conversation_quality,mkprolific_participant_real_32,9.891012658227847,39.5
65,U,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p5,liked,mkprolific_participant_real_32,9.891012658227847,39.5
66,U,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p5,other_liked,mkprolific_participant_real_32,9.891012658227847,39.5
67,U,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p5,video_conf_quality,mkprolific_participant_real_32,9.891012658227847,39.5
68,U,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p1,conversation_quality,mkprolific_participant_real_32,7.991410256410257,39.0
69,U,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p1,liked,mkprolific_participant_real_32,7.991410256410257,39.0
70,U,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p1,other_liked,mkprolific_participant_real_32,7.991410256410257,39.0
71,U,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p1,video_conf_quality,mkprolific_participant_real_32,7.991410256410257,39.0
72,S,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p6,conversation_quality,mkprolific_participant_real_32,10.021333333333331,30.0
73,S,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p6,liked,mkprolific_participant_real_32,10.021333333333331,30.0
74,S,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p6,other_liked,mkprolific_participant_real_32,10.021333333333331,30.0
75,S,U,mkprolific_participant_real_32p1,mkprolific_participant_real_32p6,video_conf_quality,mkprolific_participant_real_32,10.021333333333331,30.0
76,U,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p1,conversation_quality,mkprolific_participant_real_32,9.166666666666664,30.0
77,U,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p1,liked,mkprolific_participant_real_32,9.166666666666664,30.0
78,U,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p1,other_liked,mkprolific_participant_real_32,9.166666666666664,30.0
79,U,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p1,video_conf_quality,mkprolific_participant_real_32,9.166666666666664,30.0
80,S,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p7,conversation_quality,mkprolific_participant_real_32,7.5879824561403515,57.0
81,S,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p7,liked,mkprolific_participant_real_32,7.5879824561403515,57.0
82,S,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p7,other_liked,mkprolific_participant_real_32,7.5879824561403515,57.0
83,S,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p7,video_conf_quality,mkprolific_participant_real_32,7.5879824561403515,57.0
84,S,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p1,conversation_quality,mkprolific_participant_real_32,9.666293103448274,58.0
85,S,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p1,liked,mkprolific_participant_real_32,9.666293103448274,58.0
86,S,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p1,other_liked,mkprolific_participant_real_32,9.666293103448274,58.0
87,S,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p1,video_conf_quality,mkprolific_participant_real_32,9.666293103448274,58.0
88,U,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p8,conversation_quality,mkprolific_participant_real_32,4.381747572815534,51.5
89,U,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p8,liked,mkprolific_participant_real_32,4.381747572815534,51.5
90,U,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p8,other_liked,mkprolific_participant_real_32,4.381747572815534,51.5
91,U,S,mkprolific_participant_real_32p1,mkprolific_participant_real_32p8,video_conf_quality,mkprolific_participant_real_32,4.381747572815534,51.5
92,S,U,mkprolific_participant_real_32p8,mkprolific_participant_real_32p1,conversation_quality,mkprolific_participant_real_32,7.598761904761906,52.5
93,S,U,mkprolific_participant_real_32p8,mkprolific_participant_real_32p1,liked,mkprolific_participant_real_32,7.598761904761906,52.5
94,S,U,mkprolific_participant_real_32p8,mkprolific_participant_real_32p1,other_liked,mkprolific_participant_real_32,7.598761904761906,52.5
95,S,U,mkprolific_participant_real_32p8,mkprolific_participant_real_32p1,video_conf_quality,mkprolific_participant_real_32,7.598761904761906,52.5
96,S,S,mkprolific_participant_real_32p2,mkprolific_participant_real_32p5,conversation_quality,mkprolific_participant_real_32,6.7249599999999985,62.5
97,S,S,mkprolific_participant_real_32p2,mkprolific_participant_real_32p5,liked,mkprolific_participant_real_32,6.7249599999999985,62.5
98,S,S,mkprolific_participant_real_32p2,mkprolific_participant_real_32p5,other_liked,mkprolific_participant_real_32,6.7249599999999985,62.5
99,S,S,mkprolific_participant_real_32p2,mkprolific_participant_real_32p5,video_conf_quality,mkprolific_participant_real_32,6.7249599999999985,62.5
100,S,S,mkprolific_participant_real_32p5,mkprolific_participant_real_32p2,conversation_quality,mkprolific_participant_real_32,4.596319999999998,62.5
101,S,S,mkprolific_participant_real_32p5,mkprolific_participant_real_32p2,liked,mkprolific_participant_real_32,4.596319999999998,62.5
102,S,S,mkprolific_participant_real_32p5,mkprolific_participant_real_32p2,other_liked,mkprolific_participant_real_32,4.596319999999998,62.5
103,S,S,mkprolific_participant_real_32p5,mkprolific_participant_real_32p2,video_conf_quality,mkprolific_participant_real_32,4.596319999999998,62.5
104,U,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p7,conversation_quality,mkprolific_participant_real_32,6.525245901639344,91.5
105,U,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p7,liked,mkprolific_participant_real_32,6.525245901639344,91.5
106,U,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p7,other_liked,mkprolific_participant_real_32,6.525245901639344,91.5
107,U,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p7,video_conf_quality,mkprolific_participant_real_32,6.525245901639344,91.5
108,U,U,mkprolific_participant_real_32p7,mkprolific_participant_real_32p2,conversation_quality,mkprolific_participant_real_32,6.404756756756756,92.5
109,U,U,mkprolific_participant_real_32p7,mkprolific_participant_real_32p2,liked,mkprolific_participant_real_32,6.404756756756756,92.5
110,U,U,mkprolific_participant_real_32p7,mkprolific_participant_real_32p2,other_liked,mkprolific_participant_real_32,6.404756756756756,92.5
111,U,U,mkprolific_participant_real_32p7,mkprolific_participant_real_32p2,video_conf_quality,mkprolific_participant_real_32,6.404756756756756,92.5
112,S,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p8,conversation_quality,mkprolific_participant_real_32,10.972568807339448,54.5
113,S,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p8,liked,mkprolific_participant_real_32,10.972568807339448,54.5
114,S,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p8,other_liked,mkprolific_participant_real_32,10.972568807339448,54.5
115,S,U,mkprolific_participant_real_32p2,mkprolific_participant_real_32p8,video_conf_quality,mkprolific_participant_real_32,10.972568807339448,54.5
116,U,S,mkprolific_participant_real_32p8,mkprolific_participant_real_32p2,conversation_quality,mkprolific_participant_real_32,5.112454545454545,55.0
117,U,S,mkprolific_participant_real_32p8,mkprolific_participant_real_32p2,liked,mkprolific_participant_real_32,5.112454545454545,55.0
118,U,S,mkprolific_participant_real_32p8,mkprolific_participant_real_32p2,other_liked,mkprolific_participant_real_32,5.112454545454545,55.0
119,U,S,mkprolific_participant_real_32p8,mkprolific_participant_real_32p2,video_conf_quality,mkprolific_participant_real_32,5.112454545454545,55.0
120,U,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p5,conversation_quality,mkprolific_participant_real_32,4.114578313253011,41.5
121,U,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p5,liked,mkprolific_participant_real_32,4.114578313253011,41.5
122,U,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p5,other_liked,mkprolific_participant_real_32,4.114578313253011,41.5
123,U,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p5,video_conf_quality,mkprolific_participant_real_32,4.114578313253011,41.5
124,S,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p3,conversation_quality,mkprolific_participant_real_32,13.373132530120479,41.5
125,S,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p3,liked,mkprolific_participant_real_32,13.373132530120479,41.5
126,S,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p3,other_liked,mkprolific_participant_real_32,13.373132530120479,41.5
127,S,U,mkprolific_participant_real_32p5,mkprolific_participant_real_32p3,video_conf_quality,mkprolific_participant_real_32,13.373132530120479,41.5
128,S,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p6,conversation_quality,mkprolific_participant_real_32,7.929610389610391,38.5
129,S,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p6,liked,mkprolific_participant_real_32,7.929610389610391,38.5
130,S,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p6,other_liked,mkprolific_participant_real_32,7.929610389610391,38.5
131,S,S,mkprolific_participant_real_32p3,mkprolific_participant_real_32p6,video_conf_quality,mkprolific_participant_real_32,7.929610389610391,38.5
132,S,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p3,conversation_quality,mkprolific_participant_real_32,10.247368421052627,38.0
133,S,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p3,liked,mkprolific_participant_real_32,10.247368421052627,38.0
134,S,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p3,other_liked,mkprolific_participant_real_32,10.247368421052627,38.0
135,S,S,mkprolific_participant_real_32p6,mkprolific_participant_real_32p3,video_conf_quality,mkprolific_participant_real_32,10.247368421052627,38.0
136,S,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p7,conversation_quality,mkprolific_participant_real_32,9.149338842975206,60.5
137,S,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p7,liked,mkprolific_participant_real_32,9.149338842975206,60.5
138,S,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p7,other_liked,mkprolific_participant_real_32,9.149338842975206,60.5
139,S,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p7,video_conf_quality,mkprolific_participant_real_32,9.149338842975206,60.5
140,U,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p3,conversation_quality,mkprolific_participant_real_32,6.55130081300813,61.5
141,U,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p3,liked,mkprolific_participant_real_32,6.55130081300813,61.5
142,U,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p3,other_liked,mkprolific_participant_real_32,6.55130081300813,61.5
143,U,S,mkprolific_participant_real_32p7,mkprolific_participant_real_32p3,video_conf_quality,mkprolific_participant_real_32,6.55130081300813,61.5
144,U,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p8,conversation_quality,mkprolific_participant_real_32,5.714142857142856,35.0
145,U,U,mkprolific_participant_real_32p3,mkprolific_participant_real_32p8,liked,mkprolific_participant_real_32,5.714142857142856,35.0
