,participant_condition,other_condition,user_id,other_id,question_content,sid,sentence_dur,nb_sentences
419,U,S,mkreal_meeting_experiment_prolific5p4,mkreal_meeting_experiment_prolific5p7,video_conf_quality,mkreal_meeting_experiment_prolific5,12.67624,62.5
420,S,U,mkreal_meeting_experiment_prolific5p7,mkreal_meeting_experiment_prolific5p4,conversation_quality,mkreal_meeting_experiment_prolific5,7.2412,62.5
421,S,U,mkreal_meeting_experiment_prolific5p7,mkreal_meeting_experiment_prolific5p4,liked,mkreal_meeting_experiment_prolific5,7.2412,62.5
422,S,U,mkreal_meeting_experiment_prolific5p7,mkreal_meeting_experiment_prolific5p4,other_liked,mkreal_meeting_experiment_prolific5,7.2412,62.5
423,S,U,mkreal_meeting_experiment_prolific5p7,mkreal_meeting_experiment_prolific5p4,video_conf_quality,mkreal_meeting_experiment_prolific5,7.2412,62.5
424,S,S,mkreal_meeting_experiment_prolific5p4,mkreal_meeting_experiment_prolific5p8,conversation_quality,mkreal_meeting_experiment_prolific5,11.538970588235292,68.0
425,S,S,mkreal_meeting_experiment_prolific5p4,mkreal_meeting_experiment_prolific5p8,liked,mkreal_meeting_experiment_prolific5,11.538970588235292,68.0
426,S,S,mkreal_meeting_experiment_prolific5p4,mkreal_meeting_experiment_prolific5p8,other_liked,mkreal_meeting_experiment_prolific5,11.538970588235292,68.0
427,S,S,mkreal_meeting_experiment_prolific5p4,mkreal_meeting_experiment_prolific5p8,video_conf_quality,mkreal_meeting_experiment_prolific5,11.538970588235292,68.0
428,S,S,mkreal_meeting_experiment_prolific5p8,mkreal_meeting_experiment_prolific5p4,conversation_quality,mkreal_meeting_experiment_prolific5,2.340149253731341,67.0
429,S,S,mkreal_meeting_experiment_prolific5p8,mkreal_meeting_experiment_prolific5p4,liked,mkreal_meeting_experiment_prolific5,2.340149253731341,67.0
430,S,S,mkreal_meeting_experiment_prolific5p8,mkreal_meeting_experiment_prolific5p4,other_liked,mkreal_meeting_experiment_prolific5,2.340149253731341,67.0
431,S,S,mkreal_meeting_experiment_prolific5p8,mkreal_meeting_experiment_prolific5p4,video_conf_quality,mkreal_meeting_experiment_prolific5,2.340149253731341,67.0
432,U,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p5,conversation_quality,mkreal_meeting_experiment_prolific6,5.736216216216215,37.0
433,U,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p5,liked,mkreal_meeting_experiment_prolific6,5.736216216216215,37.0
434,U,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p5,other_liked,mkreal_meeting_experiment_prolific6,5.736216216216215,37.0
435,U,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p5,video_conf_quality,mkreal_meeting_experiment_prolific6,5.736216216216215,37.0
436,U,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p1,conversation_quality,mkreal_meeting_experiment_prolific6,15.76791666666667,36.0
437,U,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p1,liked,mkreal_meeting_experiment_prolific6,15.76791666666667,36.0
438,U,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p1,other_liked,mkreal_meeting_experiment_prolific6,15.76791666666667,36.0
439,U,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p1,video_conf_quality,mkreal_meeting_experiment_prolific6,15.76791666666667,36.0
440,S,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p6,conversation_quality,mkreal_meeting_experiment_prolific6,17.23148648648649,37.0
441,S,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p6,liked,mkreal_meeting_experiment_prolific6,17.23148648648649,37.0
442,S,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p6,other_liked,mkreal_meeting_experiment_prolific6,17.23148648648649,37.0
443,S,U,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p6,video_conf_quality,mkreal_meeting_experiment_prolific6,17.23148648648649,37.0
444,U,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p1,conversation_quality,mkreal_meeting_experiment_prolific6,6.127500000000002,36.0
445,U,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p1,liked,mkreal_meeting_experiment_prolific6,6.127500000000002,36.0
446,U,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p1,other_liked,mkreal_meeting_experiment_prolific6,6.127500000000002,36.0
447,U,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p1,video_conf_quality,mkreal_meeting_experiment_prolific6,6.127500000000002,36.0
448,S,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p7,conversation_quality,mkreal_meeting_experiment_prolific6,8.191216216216217,74.0
449,S,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p7,liked,mkreal_meeting_experiment_prolific6,8.191216216216217,74.0
450,S,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p7,other_liked,mkreal_meeting_experiment_prolific6,8.191216216216217,74.0
451,S,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p7,video_conf_quality,mkreal_meeting_experiment_prolific6,8.191216216216217,74.0
452,S,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p1,conversation_quality,mkreal_meeting_experiment_prolific6,7.340135135135138,74.0
453,S,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p1,liked,mkreal_meeting_experiment_prolific6,7.340135135135138,74.0
454,S,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p1,other_liked,mkreal_meeting_experiment_prolific6,7.340135135135138,74.0
455,S,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p1,video_conf_quality,mkreal_meeting_experiment_prolific6,7.340135135135138,74.0
456,U,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p8,conversation_quality,mkreal_meeting_experiment_prolific6,8.951349693251533,81.5
457,U,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p8,liked,mkreal_meeting_experiment_prolific6,8.951349693251533,81.5
458,U,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p8,other_liked,mkreal_meeting_experiment_prolific6,8.951349693251533,81.5
459,U,S,mkreal_meeting_experiment_prolific6p1,mkreal_meeting_experiment_prolific6p8,video_conf_quality,mkreal_meeting_experiment_prolific6,8.951349693251533,81.5
460,S,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p1,conversation_quality,mkreal_meeting_experiment_prolific6,9.899565217391306,80.5
461,S,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p1,liked,mkreal_meeting_experiment_prolific6,9.899565217391306,80.5
462,S,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p1,other_liked,mkreal_meeting_experiment_prolific6,9.899565217391306,80.5
463,S,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p1,video_conf_quality,mkreal_meeting_experiment_prolific6,9.899565217391306,80.5
464,S,S,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p5,conversation_quality,mkreal_meeting_experiment_prolific6,6.258190476190476,52.5
465,S,S,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p5,liked,mkreal_meeting_experiment_prolific6,6.258190476190476,52.5
466,S,S,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p5,other_liked,mkreal_meeting_experiment_prolific6,6.258190476190476,52.5
467,S,S,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p5,video_conf_quality,mkreal_meeting_experiment_prolific6,6.258190476190476,52.5
468,S,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p2,conversation_quality,mkreal_meeting_experiment_prolific6,8.867809523809527,52.5
469,S,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p2,liked,mkreal_meeting_experiment_prolific6,8.867809523809527,52.5
470,S,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p2,other_liked,mkreal_meeting_experiment_prolific6,8.867809523809527,52.5
471,S,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p2,video_conf_quality,mkreal_meeting_experiment_prolific6,8.867809523809527,52.5
472,U,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p7,conversation_quality,mkreal_meeting_experiment_prolific6,7.106147540983606,61.0
473,U,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p7,liked,mkreal_meeting_experiment_prolific6,7.106147540983606,61.0
474,U,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p7,other_liked,mkreal_meeting_experiment_prolific6,7.106147540983606,61.0
475,U,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p7,video_conf_quality,mkreal_meeting_experiment_prolific6,7.106147540983606,61.0
476,U,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p2,conversation_quality,mkreal_meeting_experiment_prolific6,7.023166666666667,60.0
477,U,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p2,liked,mkreal_meeting_experiment_prolific6,7.023166666666667,60.0
478,U,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p2,other_liked,mkreal_meeting_experiment_prolific6,7.023166666666667,60.0
479,U,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p2,video_conf_quality,mkreal_meeting_experiment_prolific6,7.023166666666667,60.0
480,S,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p8,conversation_quality,mkreal_meeting_experiment_prolific6,9.109468599033816,103.5
481,S,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p8,liked,mkreal_meeting_experiment_prolific6,9.109468599033816,103.5
482,S,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p8,other_liked,mkreal_meeting_experiment_prolific6,9.109468599033816,103.5
483,S,U,mkreal_meeting_experiment_prolific6p2,mkreal_meeting_experiment_prolific6p8,video_conf_quality,mkreal_meeting_experiment_prolific6,9.109468599033816,103.5
484,U,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p2,conversation_quality,mkreal_meeting_experiment_prolific6,8.51629268292683,102.5
485,U,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p2,liked,mkreal_meeting_experiment_prolific6,8.51629268292683,102.5
486,U,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p2,other_liked,mkreal_meeting_experiment_prolific6,8.51629268292683,102.5
487,U,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p2,video_conf_quality,mkreal_meeting_experiment_prolific6,8.51629268292683,102.5
488,U,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p5,conversation_quality,mkreal_meeting_experiment_prolific6,3.640754716981133,53.0
489,U,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p5,liked,mkreal_meeting_experiment_prolific6,3.640754716981133,53.0
490,U,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p5,other_liked,mkreal_meeting_experiment_prolific6,3.640754716981133,53.0
491,U,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p5,video_conf_quality,mkreal_meeting_experiment_prolific6,3.640754716981133,53.0
492,S,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p3,conversation_quality,mkreal_meeting_experiment_prolific6,5.691509433962265,53.0
493,S,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p3,liked,mkreal_meeting_experiment_prolific6,5.691509433962265,53.0
494,S,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p3,other_liked,mkreal_meeting_experiment_prolific6,5.691509433962265,53.0
495,S,U,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p3,video_conf_quality,mkreal_meeting_experiment_prolific6,5.691509433962265,53.0
496,S,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p6,conversation_quality,mkreal_meeting_experiment_prolific6,3.274305555555556,36.0
497,S,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p6,liked,mkreal_meeting_experiment_prolific6,3.274305555555556,36.0
498,S,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p6,other_liked,mkreal_meeting_experiment_prolific6,3.274305555555556,36.0
499,S,S,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p6,video_conf_quality,mkreal_meeting_experiment_prolific6,3.274305555555556,36.0
500,S,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p3,conversation_quality,mkreal_meeting_experiment_prolific6,3.882162162162161,37.0
501,S,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p3,liked,mkreal_meeting_experiment_prolific6,3.882162162162161,37.0
502,S,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p3,other_liked,mkreal_meeting_experiment_prolific6,3.882162162162161,37.0
503,S,S,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p3,video_conf_quality,mkreal_meeting_experiment_prolific6,3.882162162162161,37.0
504,S,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p7,conversation_quality,mkreal_meeting_experiment_prolific6,7.501129032258064,62.0
505,S,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p7,liked,mkreal_meeting_experiment_prolific6,7.501129032258064,62.0
506,S,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p7,other_liked,mkreal_meeting_experiment_prolific6,7.501129032258064,62.0
507,S,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p7,video_conf_quality,mkreal_meeting_experiment_prolific6,7.501129032258064,62.0
508,U,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p3,conversation_quality,mkreal_meeting_experiment_prolific6,11.371463414634146,61.5
509,U,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p3,liked,mkreal_meeting_experiment_prolific6,11.371463414634146,61.5
510,U,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p3,other_liked,mkreal_meeting_experiment_prolific6,11.371463414634146,61.5
511,U,S,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p3,video_conf_quality,mkreal_meeting_experiment_prolific6,11.371463414634146,61.5
512,U,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p8,conversation_quality,mkreal_meeting_experiment_prolific6,3.105042735042735,58.5
513,U,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p8,liked,mkreal_meeting_experiment_prolific6,3.105042735042735,58.5
514,U,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p8,other_liked,mkreal_meeting_experiment_prolific6,3.105042735042735,58.5
515,U,U,mkreal_meeting_experiment_prolific6p3,mkreal_meeting_experiment_prolific6p8,video_conf_quality,mkreal_meeting_experiment_prolific6,3.105042735042735,58.5
516,U,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p3,conversation_quality,mkreal_meeting_experiment_prolific6,3.295862068965515,58.0
517,U,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p3,liked,mkreal_meeting_experiment_prolific6,3.295862068965515,58.0
518,U,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p3,other_liked,mkreal_meeting_experiment_prolific6,3.295862068965515,58.0
519,U,U,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p3,video_conf_quality,mkreal_meeting_experiment_prolific6,3.295862068965515,58.0
520,S,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p5,conversation_quality,mkreal_meeting_experiment_prolific6,9.752133333333331,37.5
521,S,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p5,liked,mkreal_meeting_experiment_prolific6,9.752133333333331,37.5
522,S,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p5,other_liked,mkreal_meeting_experiment_prolific6,9.752133333333331,37.5
523,S,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p5,video_conf_quality,mkreal_meeting_experiment_prolific6,9.752133333333331,37.5
524,U,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p4,conversation_quality,mkreal_meeting_experiment_prolific6,16.241973684210528,38.0
525,U,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p4,liked,mkreal_meeting_experiment_prolific6,16.241973684210528,38.0
526,U,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p4,other_liked,mkreal_meeting_experiment_prolific6,16.241973684210528,38.0
527,U,S,mkreal_meeting_experiment_prolific6p5,mkreal_meeting_experiment_prolific6p4,video_conf_quality,mkreal_meeting_experiment_prolific6,16.241973684210528,38.0
528,U,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p6,conversation_quality,mkreal_meeting_experiment_prolific6,5.242027027027027,37.0
529,U,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p6,liked,mkreal_meeting_experiment_prolific6,5.242027027027027,37.0
530,U,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p6,other_liked,mkreal_meeting_experiment_prolific6,5.242027027027027,37.0
531,U,U,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p6,video_conf_quality,mkreal_meeting_experiment_prolific6,5.242027027027027,37.0
532,U,U,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p4,conversation_quality,mkreal_meeting_experiment_prolific6,5.419729729729729,37.0
533,U,U,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p4,liked,mkreal_meeting_experiment_prolific6,5.419729729729729,37.0
534,U,U,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p4,other_liked,mkreal_meeting_experiment_prolific6,5.419729729729729,37.0
535,U,U,mkreal_meeting_experiment_prolific6p6,mkreal_meeting_experiment_prolific6p4,video_conf_quality,mkreal_meeting_experiment_prolific6,5.419729729729729,37.0
536,U,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p7,conversation_quality,mkreal_meeting_experiment_prolific6,6.825087719298247,85.5
537,U,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p7,liked,mkreal_meeting_experiment_prolific6,6.825087719298247,85.5
538,U,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p7,other_liked,mkreal_meeting_experiment_prolific6,6.825087719298247,85.5
539,U,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p7,video_conf_quality,mkreal_meeting_experiment_prolific6,6.825087719298247,85.5
540,S,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p4,conversation_quality,mkreal_meeting_experiment_prolific6,10.431520467836254,85.5
541,S,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p4,liked,mkreal_meeting_experiment_prolific6,10.431520467836254,85.5
542,S,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p4,other_liked,mkreal_meeting_experiment_prolific6,10.431520467836254,85.5
543,S,U,mkreal_meeting_experiment_prolific6p7,mkreal_meeting_experiment_prolific6p4,video_conf_quality,mkreal_meeting_experiment_prolific6,10.431520467836254,85.5
544,S,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p8,conversation_quality,mkreal_meeting_experiment_prolific6,4.6211494252873555,43.5
545,S,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p8,liked,mkreal_meeting_experiment_prolific6,4.6211494252873555,43.5
546,S,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p8,other_liked,mkreal_meeting_experiment_prolific6,4.6211494252873555,43.5
547,S,S,mkreal_meeting_experiment_prolific6p4,mkreal_meeting_experiment_prolific6p8,video_conf_quality,mkreal_meeting_experiment_prolific6,4.6211494252873555,43.5
548,S,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p4,conversation_quality,mkreal_meeting_experiment_prolific6,2.5771764705882356,42.5
549,S,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p4,liked,mkreal_meeting_experiment_prolific6,2.5771764705882356,42.5
550,S,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p4,other_liked,mkreal_meeting_experiment_prolific6,2.5771764705882356,42.5
551,S,S,mkreal_meeting_experiment_prolific6p8,mkreal_meeting_experiment_prolific6p4,video_conf_quality,mkreal_meeting_experiment_prolific6,2.5771764705882356,42.5
